"wef 01.05.2026
",,,,,,
"Sr. No.
","Item
","SS Price
","Dist. Price
","M.R.P.
","Inner Packing
","Master Packing
"
,,,,,,
1,"Kohinoor
",,80,,"25 pcs.
","150 pcs
"
2,"King
",,36,,"25 pcs.
","150 pcs
"
3,"Jasmin
",,86,,"25 pcs.
","150 pcs
"
4,"Dhoom
",,40,,"25 pcs.
","150 pcs
"
5,"Shubh
",,34,,"25 pcs.
","150 pcs
"
6,"3G
",,56,,"25 pcs.
","150 pcs
"
7,"5G
",,66,,"25 pcs.
","150 pcs
"
8,"2G Tiger
",,38,,"25 pcs.
","150 pcs
"
9,"Thunder
",,37,,"25 pcs.
","150 pcs
"
10,"Classic
",,40,,"25 pcs.
","150 pcs
"
11,"Magic
",,49,,"25 pcs.
","150 pcs
"
12,"Super
",,76,,"25 pcs.
","150 pcs
"
13,"Delux
",,92,,"25 pcs.
","150 pcs
"
14,"Crystal
",,95,,"25 pcs.
","150 pcs
"
15,"Durable Broom (NDB Packing)
",,60,,"25 pcs.
","150 pcs
"
16,"Reliable Broom (NDB Packing)
",,60,,"25 pcs.
","150 pcs
"
17,"Shagun
",,34,,"25 pcs.
","150 pcs
"
18,"Green Gold
",,52,,"25 pcs.
","150 pcs
"
19,"Twincle
",,89,,"25 pcs.
","150 pcs
"
20,"Alladin
",,792,,"25 pcs.
","150 pcs
"
21,"Trishul
",,69,,"25 pcs.
","150 pcs
"
22,"Power
",,81,,"25 pcs.
","150 pcs
"
23,"Clean India
",,51,,"25 pcs.
","150 pcs
"
24,"Jumbo
",,57,,"25 pcs.
","150 pcs
"
25,"Star
",,48,,"25 pcs.
","150 pcs
"
26,"Rajdhani
",,95,,"25 pcs.
","150 pcs
"
27,"Jack
",,101,,"25 pcs.
","150 pcs
"
28,"Trimurti
",,82,,"25 pcs.
","150 pcs
"
29,"No Dust Broom
",,102,,"25 PCS.
","150 PCS
"
30,"No Dust Broom 2 in 1
",,118,,"25 PCS.
","150 PCS
"
,"Kharata
",,,,,
1,"Small (Clean)
",,20,,"25 pcs
","200 pcs
"
2,"Medium (Clean)
",,23,,"25 pcs
","200 pcs
"
3,"Big (Clean)
",,29,,"25 pcs
","200 pcs
"
4,"Sweeper (Clean) 400 gm
",,45,,"25 pcs
","100 pcs
"
5,"Sweeper (Clean) 500 gm
",,55,,"25 pcs
","100 pcs
"
,,,,,,
"Sr. No
","Item
","S.S. Price
","Dist. Price
","M.R.P.
","Packing
","Master Packing
"
